#ies_format_version: 1.0
#file: 20250801_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec_in;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	iec_out;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec_in;	iec_out
20250801;	165720;	1754047640.000;	       err32;	       err32
20250801;	165725;	1754047645.000;	       err32;	       err32
20250801;	165730;	1754047650.000;	       err32;	       err32
20250801;	165735;	1754047655.000;	       err32;	       err32
20250801;	165740;	1754047660.000;	       err32;	       err32
20250801;	165745;	1754047665.000;	       err32;	       err32
20250801;	165750;	1754047670.000;	       err32;	       err32
20250801;	165755;	1754047675.000;	       err32;	       err32
20250801;	165800;	1754047680.000;	       err32;	       err32
20250801;	165805;	1754047685.000;	       err32;	       err32
20250801;	165810;	1754047690.000;	       err32;	       err32
20250801;	165815;	1754047695.000;	       err32;	       err32
20250801;	165820;	1754047700.000;	       err32;	       err32
20250801;	165825;	1754047705.000;	       err32;	       err32
20250801;	165830;	1754047710.000;	       err32;	       err32
20250801;	165835;	1754047715.000;	       err32;	       err32
20250801;	165840;	1754047720.000;	       err32;	       err32
20250801;	165845;	1754047725.000;	       err32;	       err32
20250801;	165850;	1754047730.000;	       err32;	       err32
20250801;	165855;	1754047735.000;	       err32;	       err32
20250801;	165900;	1754047740.000;	       err32;	       err32
20250801;	165905;	1754047745.000;	       err32;	       err32
20250801;	165910;	1754047750.000;	       err32;	       err32
20250801;	165915;	1754047755.000;	       err32;	       err32
20250801;	165920;	1754047760.000;	       err32;	       err32
20250801;	165925;	1754047765.000;	       err32;	       err32
20250801;	165930;	1754047770.000;	       err32;	       err32
20250801;	165935;	1754047775.000;	       err32;	       err32
20250801;	165940;	1754047780.000;	       err32;	       err32
20250801;	165945;	1754047785.000;	       err32;	       err32
20250801;	165950;	1754047790.000;	       err32;	       err32
20250801;	165955;	1754047795.000;	       err32;	       err32
20250801;	170000;	1754047800.000;	       err32;	       err32
20250801;	170005;	1754047805.000;	       err32;	       err32
20250801;	170010;	1754047810.000;	       err32;	       err32
20250801;	170015;	1754047815.000;	       err32;	       err32
20250801;	170020;	1754047820.000;	       err32;	       err32
20250801;	170025;	1754047825.000;	       err32;	       err32
20250801;	170030;	1754047830.000;	       err32;	       err32
20250801;	170035;	1754047835.000;	       err32;	       err32
20250801;	170040;	1754047840.000;	       err32;	       err32
20250801;	170045;	1754047845.000;	       err32;	       err32
20250801;	170050;	1754047850.000;	       err32;	       err32
20250801;	170055;	1754047855.000;	       err32;	       err32
20250801;	170100;	1754047860.000;	       err32;	       err32
20250801;	170105;	1754047865.000;	       err32;	       err32
20250801;	170110;	1754047870.000;	       err32;	       err32
20250801;	170115;	1754047875.000;	       err32;	       err32
20250801;	170120;	1754047880.000;	       err32;	       err32
20250801;	170125;	1754047885.000;	       err32;	       err32
20250801;	170130;	1754047890.000;	       err32;	       err32
20250801;	170135;	1754047895.000;	       err32;	       err32
20250801;	170140;	1754047900.000;	       err32;	       err32
20250801;	170145;	1754047905.000;	       err32;	       err32
20250801;	170150;	1754047910.000;	       err32;	       err32
20250801;	170155;	1754047915.000;	       err32;	       err32
20250801;	170200;	1754047920.000;	       err32;	       err32
20250801;	170205;	1754047925.000;	       err32;	       err32
20250801;	170210;	1754047930.000;	       err32;	       err32
20250801;	170215;	1754047935.000;	       err32;	       err32
20250801;	170220;	1754047940.000;	       err32;	       err32
20250801;	170225;	1754047945.000;	       err32;	       err32
20250801;	170230;	1754047950.000;	       err32;	       err32
20250801;	170235;	1754047955.000;	       err32;	       err32
20250801;	170240;	1754047960.000;	       err32;	       err32
20250801;	170245;	1754047965.000;	       err32;	       err32
20250801;	170250;	1754047970.000;	       err32;	       err32
20250801;	170255;	1754047975.000;	       err32;	       err32
20250801;	170300;	1754047980.000;	       err32;	       err32
20250801;	170305;	1754047985.000;	       err32;	       err32
20250801;	170310;	1754047990.000;	       err32;	       err32
20250801;	170315;	1754047995.000;	       err32;	       err32
20250801;	170320;	1754048000.000;	       err32;	       err32
20250801;	170325;	1754048005.000;	       err32;	       err32
20250801;	170330;	1754048010.000;	       err32;	       err32
20250801;	170335;	1754048015.000;	       err32;	       err32
20250801;	170340;	1754048020.000;	       err32;	       err32
20250801;	170345;	1754048025.000;	       err32;	       err32
20250801;	170350;	1754048030.000;	       err32;	       err32
20250801;	170355;	1754048035.000;	       err32;	       err32
20250801;	170400;	1754048040.000;	       err32;	       err32
20250801;	170405;	1754048045.000;	       err32;	       err32
20250801;	170410;	1754048050.000;	       err32;	       err32
20250801;	170415;	1754048055.000;	       err32;	       err32
20250801;	170420;	1754048060.000;	       err32;	       err32
20250801;	170425;	1754048065.000;	       err32;	       err32
20250801;	170430;	1754048070.000;	       err32;	       err32
20250801;	170435;	1754048075.000;	       err32;	       err32
20250801;	170440;	1754048080.000;	       err32;	       err32
20250801;	170445;	1754048085.000;	       err32;	       err32
20250801;	170450;	1754048090.000;	       err32;	       err32
20250801;	170455;	1754048095.000;	       err32;	       err32
20250801;	170500;	1754048100.000;	       err32;	       err32
20250801;	170505;	1754048105.000;	       err32;	       err32
20250801;	170510;	1754048110.000;	       err32;	       err32
20250801;	170515;	1754048115.000;	       err32;	       err32
20250801;	170520;	1754048120.000;	       err32;	       err32
20250801;	170525;	1754048125.000;	       err32;	       err32
20250801;	170530;	1754048130.000;	       err32;	       err32
20250801;	170535;	1754048135.000;	       err32;	       err32
20250801;	170540;	1754048140.000;	       err32;	       err32
20250801;	170545;	1754048145.000;	       err32;	       err32
20250801;	170550;	1754048150.000;	       err32;	       err32
20250801;	170555;	1754048155.000;	       err32;	       err32
20250801;	170600;	1754048160.000;	       err32;	       err32
20250801;	170605;	1754048165.000;	       err32;	       err32
20250801;	170610;	1754048170.000;	       err32;	       err32
20250801;	170615;	1754048175.000;	       err32;	       err32
20250801;	170620;	1754048180.000;	       err32;	       err32
20250801;	170625;	1754048185.000;	       err32;	       err32
20250801;	170630;	1754048190.000;	       err32;	       err32
20250801;	170635;	1754048195.000;	       err32;	       err32
20250801;	170640;	1754048200.000;	       err32;	       err32
20250801;	170645;	1754048205.000;	       err32;	       err32
20250801;	170650;	1754048210.000;	       err32;	       err32
20250801;	170655;	1754048215.000;	       err32;	       err32
20250801;	170700;	1754048220.000;	       err32;	       err32
20250801;	170705;	1754048225.000;	       err32;	       err32
20250801;	170710;	1754048230.000;	       err32;	       err32
20250801;	170715;	1754048235.000;	       err32;	       err32
20250801;	170720;	1754048240.000;	       err32;	       err32
20250801;	170725;	1754048245.000;	       err32;	       err32
20250801;	170730;	1754048250.000;	       err32;	       err32
20250801;	170735;	1754048255.000;	       err32;	       err32
20250801;	170740;	1754048260.000;	       err32;	       err32
20250801;	170745;	1754048265.000;	       err32;	       err32
20250801;	170750;	1754048270.000;	       err32;	       err32
20250801;	170755;	1754048275.000;	       err32;	       err32
20250801;	170800;	1754048280.000;	       err32;	       err32
20250801;	170805;	1754048285.000;	       err32;	       err32
20250801;	170810;	1754048290.000;	       err32;	       err32
20250801;	170815;	1754048295.000;	       err32;	       err32
20250801;	170820;	1754048300.000;	       err32;	       err32
20250801;	170825;	1754048305.000;	       err32;	       err32
20250801;	170830;	1754048310.000;	       err32;	       err32
20250801;	170835;	1754048315.000;	       err32;	       err32
20250801;	170840;	1754048320.000;	       err32;	       err32
20250801;	170845;	1754048325.000;	       err32;	       err32
20250801;	170850;	1754048330.000;	       err32;	       err32
20250801;	170855;	1754048335.000;	       err32;	       err32
20250801;	170900;	1754048340.000;	       err32;	       err32
20250801;	170905;	1754048345.000;	       err32;	       err32
20250801;	170910;	1754048350.000;	       err32;	       err32
20250801;	170915;	1754048355.000;	       err32;	       err32
20250801;	170920;	1754048360.000;	       err32;	       err32
20250801;	170925;	1754048365.000;	       err32;	       err32
20250801;	170930;	1754048370.000;	       err32;	       err32
20250801;	170935;	1754048375.000;	       err32;	       err32
20250801;	170940;	1754048380.000;	       err32;	       err32
20250801;	170945;	1754048385.000;	       err32;	       err32
20250801;	170950;	1754048390.000;	       err32;	       err32
20250801;	170955;	1754048395.000;	       err32;	       err32
20250801;	171000;	1754048400.000;	       err32;	       err32
20250801;	171005;	1754048405.000;	       err32;	       err32
20250801;	171010;	1754048410.000;	       err32;	       err32
20250801;	171015;	1754048415.000;	       err32;	       err32
20250801;	171020;	1754048420.000;	       err32;	       err32
20250801;	171025;	1754048425.000;	        err9;	        err9
20250801;	171030;	1754048430.000;	        err9;	        err9
20250801;	171035;	1754048435.000;	        err9;	        err9
20250801;	171040;	1754048440.000;	        err9;	        err9
20250801;	171045;	1754048445.000;	        err9;	        err9
20250801;	171050;	1754048450.000;	        err9;	        err9
20250801;	171055;	1754048455.000;	        err9;	        err9
20250801;	171100;	1754048460.000;	       err32;	       err32
20250801;	171105;	1754048465.000;	       err32;	       err32
20250801;	171110;	1754048470.000;	       err30;	       err30
20250801;	171115;	1754048475.000;	           0;	           1
20250801;	171120;	1754048480.000;	           0;	           1
20250801;	171125;	1754048485.000;	           0;	           1
20250801;	171130;	1754048490.000;	           0;	           1
20250801;	171135;	1754048495.000;	           0;	           1
20250801;	171140;	1754048500.000;	           0;	           1
20250801;	171145;	1754048505.000;	           0;	           1
20250801;	171150;	1754048510.000;	           0;	           1
20250801;	171155;	1754048515.000;	           0;	           1
20250801;	171200;	1754048520.000;	           0;	           1
20250801;	171205;	1754048525.000;	           0;	           1
20250801;	171210;	1754048530.000;	           0;	           1
20250801;	171215;	1754048535.000;	           0;	           1
20250801;	171220;	1754048540.000;	           0;	           1
20250801;	171225;	1754048545.000;	           0;	           1
20250801;	171230;	1754048550.000;	           0;	           1
20250801;	171235;	1754048555.000;	           0;	           1
20250801;	171240;	1754048560.000;	           0;	           1
20250801;	171245;	1754048565.000;	           0;	           1
20250801;	171250;	1754048570.000;	           0;	           1
20250801;	171255;	1754048575.000;	           0;	           1
20250801;	171300;	1754048580.000;	           0;	           1
20250801;	171305;	1754048585.000;	           0;	           1
20250801;	171310;	1754048590.000;	           0;	           1
20250801;	171315;	1754048595.000;	           0;	           1
20250801;	171320;	1754048600.000;	           0;	           1
20250801;	171325;	1754048605.000;	           0;	           1
20250801;	171330;	1754048610.000;	           0;	           1
20250801;	171335;	1754048615.000;	           0;	           1
20250801;	171340;	1754048620.000;	           0;	           1
20250801;	171345;	1754048625.000;	           0;	           1
20250801;	171350;	1754048630.000;	           0;	           1
20250801;	171355;	1754048635.000;	           0;	           1
20250801;	171400;	1754048640.000;	           0;	           1
20250801;	171405;	1754048645.000;	           0;	           1
20250801;	171410;	1754048650.000;	           0;	           1
20250801;	171415;	1754048655.000;	           0;	           1
20250801;	171420;	1754048660.000;	           0;	           1
20250801;	171425;	1754048665.000;	           0;	           1
20250801;	171430;	1754048670.000;	           0;	           1
20250801;	171435;	1754048675.000;	           0;	           1
20250801;	171440;	1754048680.000;	           0;	           1
20250801;	171445;	1754048685.000;	           0;	           1
20250801;	171450;	1754048690.000;	           0;	           1
20250801;	171455;	1754048695.000;	           0;	           1
20250801;	171500;	1754048700.000;	           0;	           1
20250801;	171505;	1754048705.000;	           0;	           1
